subject,run,hemi,mode_k,beta,p,metric
sub-EN057,15,L,93,0.2992334328789114,0.440006896006742,global
sub-EN057,15,L,94,0.0176622593077668,0.6798463372265857,global
sub-EN057,15,L,95,0.0155616237166453,0.2284523801517566,global
sub-EN057,15,L,96,0.1704606217722613,0.534939121865212,global
sub-EN057,15,L,97,0.1758096733616855,0.5210137704921332,global
sub-EN057,15,L,98,0.137561362359187,0.3824342395512248,global
sub-EN057,15,L,99,0.0411025193584808,0.5405373953221242,global
sub-EN057,15,L,100,0.047168658481203,0.4310544430406063,global
sub-EN057,15,L,101,0.3907447951128959,0.4903096897976631,global
sub-EN057,15,L,102,0.1017535720275302,0.5502348196995503,global
sub-EN057,15,L,103,0.06208206026788,0.4752570920151434,global
sub-EN057,15,L,104,0.026144506289585,0.2779351801168881,global
sub-EN057,15,L,105,0.184623635158679,0.5148639656799616,global
sub-EN057,15,L,106,0.0664215586534896,0.559436882154957,global
sub-EN057,15,L,107,0.0139225392744146,0.6220342466478206,global
sub-EN057,15,L,108,0.0473951921029779,0.6345318458935125,global
sub-EN057,15,L,109,0.0048295644073242,0.83105434142186,global
sub-EN057,15,L,110,0.012212723259586,0.2229445679431955,global
sub-EN057,15,L,111,0.337431905721101,0.451632114320193,global
sub-EN057,15,L,112,0.472006227217119,0.4665164545142709,global
sub-EN057,15,L,113,0.0270740657105068,0.4793413839711719,global
sub-EN057,15,L,114,0.0039103210811749,0.6941256897328199,global
sub-EN057,15,L,115,0.0260833516459373,0.5598613831033261,global
sub-EN057,15,L,116,-0.00169977382283,0.8969700994172378,global
sub-EN057,15,L,117,0.0673364335133696,0.3994952270869845,global
sub-EN057,15,L,118,0.0103380100341141,0.4393236425963451,global
sub-EN057,15,L,119,0.2027597206220166,0.4258467938611293,global
sub-EN057,15,R,0,809.358727402659,0.4741305802494018,global
sub-EN057,15,R,1,-0.3924293736694684,0.0985258713516832,global
sub-EN057,15,R,2,7.257074452965907,0.4831177282151008,global
sub-EN057,15,R,3,58.58650914093486,0.4778165255428629,global
sub-EN057,15,R,4,3.5196268168193376,0.4631675448830427,global
sub-EN057,15,R,5,-0.0389079790525822,0.4991513658815708,global
sub-EN057,15,R,6,8.72497786017561,0.4773640394140978,global
sub-EN057,15,R,7,0.071636913938615,0.8408204016562028,global
sub-EN057,15,R,8,8.682771144865898,0.4686518826618076,global
sub-EN057,15,R,9,0.103416310610014,0.4448450338567744,global
sub-EN057,15,R,10,1.5395396372443737,0.4827987325652841,global
sub-EN057,15,R,11,7.067365163325365,0.4622718470278003,global
sub-EN057,15,R,12,2.169906675673145,0.4894388386326983,global
sub-EN057,15,R,13,1.2022847004436157,0.517188658242796,global
sub-EN057,15,R,14,3.3133319447028478,0.4803506975955749,global
sub-EN057,15,R,15,1.0294308325026431,0.5101905106697455,global
sub-EN057,15,R,16,0.9641527521790736,0.4574576512683467,global
sub-EN057,15,R,17,4.192967519198104,0.4800674237219845,global
sub-EN057,15,R,18,0.1425541605601421,0.4247439143159826,global
sub-EN057,15,R,19,0.1427788296656374,0.6963322194589272,global
sub-EN057,15,R,20,0.6734326459838986,0.4873558886930409,global
sub-EN057,15,R,21,0.5355742895777555,0.5459612982038082,global
sub-EN057,15,R,22,1.398473875965595,0.4639775352933494,global
sub-EN057,15,R,23,0.7607918028391354,0.4241788430437919,global
sub-EN057,15,R,24,0.3392907723075049,0.466329898273923,global
sub-EN057,15,R,25,0.007557995167803,0.9254286565568846,global
sub-EN057,15,R,26,0.0327644842683134,0.6682747055761058,global
sub-EN057,15,R,27,0.4925767616404652,0.514406682197285,global
sub-EN057,15,R,28,0.0294721738861663,0.8473481479803506,global
sub-EN057,15,R,29,-0.0205712304934167,0.5839557852669524,global
sub-EN057,15,R,30,-0.1341418541888686,0.1657054532073218,global
sub-EN057,15,R,31,0.0128311879605804,0.7484967737677579,global
sub-EN057,15,R,32,0.5088757320659628,0.5097473842829261,global
sub-EN057,15,R,33,0.0270020770471058,0.5416432820123375,global
sub-EN057,15,R,34,0.2657775002012595,0.3056601765264296,global
sub-EN057,15,R,35,0.0833393124177326,0.1672465732716827,global
sub-EN057,15,R,36,0.0893787434143184,0.5738258330338835,global
sub-EN057,15,R,37,2.38664127432298,0.4745358996683279,global
sub-EN057,15,R,38,0.6731726242780488,0.4829773071542536,global
sub-EN057,15,R,39,1.3929294523036777,0.4779307891385976,global
sub-EN057,15,R,40,0.0341719850470924,0.5887670256232111,global
sub-EN057,15,R,41,1.6571155293531326,0.4853239687286593,global
sub-EN057,15,R,42,0.1522415261813783,0.5408587459960557,global
sub-EN057,15,R,43,0.1264650195111232,0.4533642701103343,global
sub-EN057,15,R,44,0.053653921972457,0.5612693142253675,global
sub-EN057,15,R,45,0.497131192686113,0.4737409468295271,global
sub-EN057,15,R,46,0.0604221424420778,0.0159852699532747,global
sub-EN057,15,R,47,0.6115018488762863,0.5064502290296264,global
sub-EN057,15,R,48,0.652905696203246,0.5077201639936517,global
sub-EN057,15,R,49,1.0936023173476994,0.4802069886126285,global
sub-EN057,15,R,50,0.2168093907525112,0.4644759323195445,global
sub-EN057,15,R,51,0.1115160952885608,0.4829745617429736,global
sub-EN057,15,R,52,-0.0132834411286114,0.7659995598664155,global
sub-EN057,15,R,53,0.0330236169131593,0.4200843637011607,global
sub-EN057,15,R,54,0.2135033204633111,0.27830334585182,global
