subject,run,hemi,mode_k,beta,p,metric
sub-EN057,16,R,8,-3.427750311994752,0.7841422534497755,path
sub-EN057,16,R,9,0.2722188437712919,0.2437508069706758,path
sub-EN057,16,R,10,-0.4772097265246078,0.7707980514504713,path
sub-EN057,16,R,11,-2.3551439175501,0.7825444539348521,path
sub-EN057,16,R,12,-0.6859661812371476,0.7994564080485759,path
sub-EN057,16,R,13,-0.5254975576629933,0.755943623137278,path
sub-EN057,16,R,14,-1.5612102071073666,0.785003614510521,path
sub-EN057,16,R,15,-0.5560703749097791,0.8178784761298827,path
sub-EN057,16,R,16,-0.2918065618764406,0.8528865176307967,path
sub-EN057,16,R,17,-2.110071636221185,0.7132693832233523,path
sub-EN057,16,R,18,-0.1291130039900791,0.2722862618445793,path
sub-EN057,16,R,19,-0.3800753699429557,0.6126621428687363,path
sub-EN057,16,R,20,-0.2904742618927401,0.7763673629461638,path
sub-EN057,16,R,21,-0.2623548297799142,0.767675161752478,path
sub-EN057,16,R,22,-0.6456383941513385,0.7189668502111809,path
sub-EN057,16,R,23,-0.093692324810867,0.8541369675067537,path
sub-EN057,16,R,24,-0.0489347105928944,0.7629172914016294,path
sub-EN057,16,R,25,0.1060580038381404,0.3051266429158629,path
sub-EN057,16,R,26,0.0660377618686439,0.2671882305731012,path
sub-EN057,16,R,27,-0.1844825863121429,0.8046675859286653,path
sub-EN057,16,R,28,-0.1122154542435551,0.7057578739254577,path
sub-EN057,16,R,29,-0.0405806480110841,0.4763790200958886,path
sub-EN057,16,R,30,-0.0998831837359136,0.1606929216473525,path
sub-EN057,16,R,31,0.0423757270726134,0.5002629009056123,path
sub-EN057,16,R,32,-0.2015738326444418,0.811295079795346,path
sub-EN057,16,R,33,-0.0044990834162713,0.8094467975400514,path
sub-EN057,16,R,34,-0.1723741608119594,0.5921210274166184,path
sub-EN057,16,R,35,-0.0977806466825621,0.550439618314974,path
sub-EN057,16,R,36,-0.0461297385299347,0.8613435464757193,path
sub-EN057,16,R,37,-1.012749865652615,0.7799880085173541,path
sub-EN057,16,R,38,-0.3676454922097745,0.7604393310152158,path
sub-EN057,16,R,39,-0.5589657528505753,0.7646544054744369,path
sub-EN057,16,R,40,0.0274100564198458,0.4504675905458286,path
sub-EN057,16,R,41,-0.6915140090743042,0.7441998653856212,path
sub-EN057,16,R,42,-0.0850136990609253,0.7437081624708884,path
sub-EN057,16,R,43,-0.0444366088363652,0.8277466204459267,path
sub-EN057,16,R,44,-0.0401788068198671,0.3098439098724775,path
sub-EN057,16,R,45,-0.2591187737332923,0.7550252562181674,path
sub-EN057,16,R,46,-0.0128890734455072,0.8037738270941848,path
sub-EN057,16,R,47,-0.2396126602037095,0.8227967978777226,path
sub-EN057,16,R,48,-0.2696407154978205,0.7724287838915905,path
sub-EN057,16,R,49,-0.4133058247835772,0.7871285245867259,path
sub-EN057,16,R,50,-0.1124530247973902,0.6237696618759658,path
sub-EN057,16,R,51,-0.0646544817327151,0.6503477251614667,path
sub-EN057,16,R,52,-0.0134670757248074,0.7608196642241196,path
sub-EN057,16,R,53,-0.2090781105463922,0.1652738904667824,path
sub-EN057,16,R,54,-0.0926333651321988,0.723150783294995,path
sub-EN057,16,R,55,0.0294867217295743,0.5822047253500822,path
sub-EN057,16,R,56,0.0192868847891176,0.5791762447314058,path
sub-EN057,16,R,57,-6.912857647608657e-06,0.999729972432901,path
