transition_idx,prev_token_id,token_id,run_id,snt_prev,snt_cur,onset,word_prev,word_cur,same_run,boundary_flag,shift,entropy_prev,entropy_cur,entropy_change,id_prev,id_cur,id_change,pred_error_lin,pred_error_ar,pred_error_subspace,curvature
45,6,7,1,4,4,17.584, boa, constrictors,1,0,0.4582147400703309,1.3034684202072906,1.3491449232201935,-0.045676503012902936,3.426063616158692,3.720802186767782,-0.2947385706090899,0.5871118976654093,0.43530398757094724,0.8398089411570919,1.92998377820807
46,7,8,1,4,4,18.322, constrictors, swallow,1,0,0.44338228622480125,1.3491449232201935,1.3566506217678005,-0.007505698547606965,3.720802186767782,3.764852985693077,-0.04405079892529473,0.5863639846040387,0.4072236088485578,0.8247176521349876,1.9320662473156862
47,8,9,1,4,4,18.812, swallow,$ their,1,0,0.38944402267562017,1.3566506217678005,1.3636946414446718,-0.007044019676871294,3.764852985693077,3.8196036662289226,-0.05475068053584575,0.5984796058381192,0.3199500893196293,0.7278618982365828,2.052798493831529
48,9,10,1,4,4,18.984,$ their, prey,1,0,0.3991257142829274,1.3636946414446718,1.36909641392512,-0.005401772480448264,3.8196036662289226,3.867949851255538,-0.04834618502661536,0.6569886501157143,0.29331736144541143,0.6852193252694786,2.165446686751763
49,10,11,1,4,4,19.458, prey, whole,1,0,0.3958694642007573,1.36909641392512,1.3688170329730625,0.00027938095205759517,3.867949851255538,3.8664781604616776,0.0014716907938603363,0.585802575582667,0.31982721032760797,0.7358363817665431,2.0069282664232504
50,11,12,1,4,4,19.913, whole, without,1,0,0.4267859882515892,1.3688170329730625,1.3307546152788396,0.038062417694222805,3.8664781604616776,3.568625222380298,0.29785293808137947,0.5983147446695694,0.35940023685963873,0.7139400376622532,1.975179654016346
51,12,13,1,4,4,20.334, without, chewing,1,0,0.44627277320787884,1.3307546152788396,1.3399075997372467,-0.009152984458407065,3.568625222380298,3.6346185800584845,-0.06599335767818637,0.7066333102442174,0.31147574238333064,0.6866614280865622,2.177728542871324
52,13,14,1,4,4,21.561, chewing, then,1,0,0.6166188368615269,1.3399075997372467,1.2743792895815362,0.06552831015571048,3.6346185800584845,3.3316735728666202,0.30294500719186424,0.8939007930791076,0.4903175094418911,0.8181163779481629,2.2421107464119445
53,14,15,1,4,4,21.876, then, they,1,0,0.4515523422424057,1.2743792895815362,1.2731822311703045,0.001197058411231744,3.3316735728666202,3.3536513404210773,-0.021977767554457017,0.6593666482676543,0.3556543096116226,0.7097332906287471,2.09788805350081
54,15,16,1,4,4,22.006, they, are,1,0,0.17201895548177648,1.2731822311703045,1.2636806858631806,0.009501545307123882,3.3536513404210773,3.266586471155039,0.08706486926603807,0.3141398162801282,0.20126949898286017,0.5289971348824057,1.8072902698604616
55,16,17,1,4,4,22.106, are, not,1,0,0.29402717070451223,1.2636806858631806,1.2357376019284263,0.02794308393475431,3.266586471155039,3.022172443610121,0.24441402754491826,0.3651727535186997,0.2908787713416243,0.6728768889822156,1.6893200555537387
56,17,18,1,4,4,22.306, not, able,1,0,0.29658642167302063,1.2357376019284263,1.324266053487046,-0.08852845155861977,3.022172443610121,3.5470276167497543,-0.5248551731396334,0.4606115116265872,0.28381425039243624,0.6765612314299322,1.919419765683202
57,18,19,1,4,4,22.566, able, to,1,0,0.2398381409384177,1.324266053487046,1.2934798330105288,0.030786220476517245,3.5470276167497543,3.3578444111948613,0.18918320555489299,0.419440287044627,0.21694452998668934,0.6278024496066359,1.9517274121660984
58,19,20,1,4,4,22.706, to, move,1,0,0.3623296057832549,1.2934798330105288,1.2929925619971367,0.00048727101339207657,3.3578444111948613,3.3454591117780486,0.012385299416812767,0.5313394614434013,0.3328224198412578,0.7436948443754708,1.9559260365512703
59,20,21,1,4,4,23.371, move, and,1,0,0.6399638672372705,1.2929925619971367,1.3252819699724199,-0.032289407975283124,3.3454591117780486,3.5680637147641097,-0.2226046029860611,0.8039333035831393,0.5547189980570018,0.8686756922908614,2.016892620509846
60,21,22,1,4,4,23.626, and, they,1,0,0.42841815501339975,1.3252819699724199,1.3456494353543715,-0.020367465381951666,3.5680637147641097,3.6948515567349443,-0.1267878419708346,0.6503849014524063,0.33772663212684884,0.7260083606615797,2.125882116474801
61,22,23,1,4,4,23.745, they, sleep,1,0,0.47793744627541845,1.3456494353543715,1.3382850292685216,0.007364406085849984,3.6948515567349443,3.6750540533996503,0.019797503335293953,0.6396471537936078,0.3667444652683808,0.7412267894335768,1.9761275951636639
62,23,24,1,4,4,24.149, sleep, for,1,0,0.44304774554183024,1.3382850292685216,1.3328825002262898,0.005402529042231707,3.6750540533996503,3.6262302463595177,0.04882380704013256,0.622366395434546,0.37434530861589055,0.7784993794753634,2.0089944792987793
63,24,25,1,4,4,24.256, for, the,1,0,0.3182202353110777,1.3328825002262898,1.3414980937482683,-0.008615593521978493,3.6262302463595177,3.6751289968191503,-0.048898750459632545,0.4361403594951847,0.2975982884606031,0.6835820432088147,1.8210924894948093
64,25,26,1,4,4,24.356, the, six,1,0,0.3743798464699939,1.3414980937482683,1.3398034811530362,0.001694612595232181,3.6751289968191503,3.6666592023694258,0.00846979444972451,0.5779591707899898,0.31451448678550153,0.7349809841337086,2.0325792599844483
